user_id,customer_age,city,distance_km,fare_amount,total_surge_multiplier,lifetime_rides,customer_rating,avg_driver_rating,cancellation_rate,payment_type,loyalty_score,churn,customer_rating_missing
100239,37.0,Delhi,4.9,131.25,1.0,2.9444389791664403,4.0,4.5,0.405,cash,5.71,0,0
100240,46.0,Mumbai,11.82,220.2,1.0,2.833213344056216,2.0,4.8,0.251,cash,4.76,0,0
100241,32.333333333333336,Hyderabad,10.92,327.4,1.8,2.8903717578961645,1.0,4.0,0.04,Cash,5.01,1,0
100242,48.0,Mumbai,12.72,254.28,1.0,4.204692619390966,4.0,4.0,0.047,Credit Card,9.38,0,0
100243,57.0,Delhi,15.18,397.88,1.5,2.4849066497880004,2.0,4.5,0.17,Credit Card,4.41,1,0
100244,49.0,Bengaluru,6.08,117.29,1.0,2.5649493574615367,4.0,3.5,0.102,Credit Card,6.21,0,0
100245,31.0,Mumbai,8.93,179.78,1.0,3.367295829986474,4.0,4.2,0.174,Cash,7.46,0,0
100246,49.0,Mumbai,9.04,302.13,1.8,3.6109179126442243,4.0,3.5,0.127,credit_card,7.49,0,0
100247,26.0,Delhi,13.27,482.96,2.2,2.9444389791664403,1.0,4.8,0.202,cash,5.02,1,0
100248,25.0,Hyderabad,15.83,283.57,1.0,3.828641396489095,4.0,4.0,0.017,UPI,8.38,0,0
100249,64.0,Mumbai,11.73,252.83,1.0,3.258096538021482,5.0,4.0,0.109,Cash,7.7,0,0
100250,23.0,Bengaluru,7.01,232.25,1.8,2.3978952727983707,4.0,4.2,0.414,Credit Card,5.57,0,0
100251,50.33333333333333,Mumbai,3.17,110.65,1.2,3.5553480614894135,5.0,4.8,0.021,upi,9.79,0,0
100252,35.0,Mumbai,51.21,743.635,1.0,3.367295829986474,4.0,4.2,0.282,credit_card,7.04,0,0
100253,39.0,Bengaluru,9.63,281.64,1.5,3.9889840465642745,5.0,4.2,0.26,cash,8.5,0,0
100254,54.0,Hyderabad,20.83,360.12,1.0,2.1972245773362196,4.0,4.2,0.079,UPI,6.13,0,0
100255,48.0,Mumbai,5.41,113.09,1.0,3.5553480614894135,5.0,4.5,0.064,Credit Card,9.61,0,0
100256,54.0,Hyderabad,7.17,209.68,1.2,2.1972245773362196,4.0,4.2,0.538,Cash,2.0,1,1
100257,47.0,Bengaluru,11.86,244.07,1.0,2.3978952727983707,3.0,4.8,0.09,Credit Card,5.08,1,0
100258,42.0,Bengaluru,11.46,252.09,1.2,3.367295829986474,5.0,4.2,0.119,Credit Card,8.64,0,0
100259,21.0,Hyderabad,17.53,300.35,1.0,3.295836866004329,4.0,4.5,0.314,cash,6.82,0,0
100260,40.0,Pune,3.4,65.96,1.0,3.6635616461296463,4.0,4.2,0.088,UPI,8.26,0,0
100261,29.0,Mumbai,8.34,182.67,1.0,2.8903717578961645,4.0,4.8,0.11,Credit Card,7.74,0,0
100262,29.0,Bengaluru,6.9,271.52,2.2,3.1354942159291497,4.0,4.2,0.189,Cash,7.21,0,0
100263,35.0,Pune,3.24,141.41,2.2,1.9459101490553132,4.0,4.8,0.468,credit_card,3.48,1,1
100264,47.33333333333333,Delhi,23.38,565.79,1.5,2.0794415416798357,4.0,4.2,0.157,cash,5.9,1,0
100265,50.0,Mumbai,4.18,97.74,1.0,3.044522437723423,2.0,4.0,0.046,UPI,6.88,0,0
100266,50.0,Bengaluru,4.99,146.11,1.2,3.4011973816621555,5.0,5.0,0.106,Cash,8.44,0,0
100267,25.0,Bengaluru,14.71,375.32,1.5,2.639057329615259,5.0,4.5,0.336,credit_card,5.62,0,0
100268,38.0,Mumbai,9.1,166.68,1.0,2.772588722239781,5.0,4.2,0.244,Cash,7.45,0,0
100269,35.0,Delhi,8.22,256.9,1.5,2.3978952727983707,5.0,4.2,0.138,Cash,7.52,0,0
100270,42.0,Bengaluru,24.09,408.99,1.0,2.302585092994046,1.0,4.8,0.082,UPI,3.27,1,0
100271,48.0,Delhi,18.51,558.82,1.8,3.295836866004329,2.0,4.2,0.069,Cash,6.28,1,0
100272,36.0,Bengaluru,11.88,221.62,1.0,3.091042453358316,3.0,5.0,0.07,credit_card,6.21,0,0
100273,39.0,Mumbai,3.77,86.28,1.0,3.1780538303479458,3.0,4.0,0.487,UPI,4.64,1,0
100274,46.0,Hyderabad,3.33,125.57,1.5,2.302585092994046,5.0,4.5,0.003,cash,7.37,0,0
100275,43.0,Mumbai,9.18,290.6,1.8,3.8712010109078907,4.0,4.2,0.011,Credit Card,9.2,0,0
100276,40.666666666666664,Mumbai,24.45,524.93,1.2,2.3978952727983707,4.0,5.0,0.015,Cash,7.59,0,0
100277,19.0,Hyderabad,8.55,203.81,1.0,2.70805020110221,3.0,4.2,0.091,upi,5.47,0,0
100278,26.0,Mumbai,32.29,575.81,1.0,1.6094379124341003,3.0,4.8,0.278,Cash,3.93,1,0
100279,36.0,Pune,10.44,207.27,1.0,2.639057329615259,5.0,4.8,0.112,Credit Card,7.63,0,0
100280,26.0,Hyderabad,2.06,65.66,1.0,2.8903717578961645,4.0,4.2,0.339,Cash,6.7,0,0
100281,25.0,Mumbai,30.79,743.635,1.8,2.639057329615259,4.0,4.2,0.084,Cash,6.14,1,0
100282,19.0,Hyderabad,18.55,366.64,1.2,3.9318256327243257,3.0,4.2,0.514,Credit Card,7.02,0,0
100283,46.0,Bengaluru,11.54,244.53,1.2,2.772588722239781,5.0,4.5,0.078,upi,7.63,0,0
100284,34.0,Bengaluru,10.25,268.07,1.5,1.0986122886681096,4.0,4.2,0.036,UPI,5.0,0,0
100285,27.0,Hyderabad,4.13,153.67,1.5,2.302585092994046,4.0,4.2,0.148,upi,6.36,0,0
100286,59.0,Pune,24.1,617.47,1.5,3.6109179126442243,2.0,4.8,0.284,UPI,5.83,0,0
100287,32.0,Mumbai,6.21,150.61,1.2,2.995732273553991,3.0,4.5,0.069,UPI,6.39,0,0
100288,48.0,Mumbai,3.34,103.68,1.0,3.6109179126442243,1.0,4.2,0.167,Credit Card,5.0,1,0
100289,41.0,Mumbai,18.28,302.51,1.0,3.367295829986474,2.0,4.5,0.015,Cash,7.0,1,0
100290,45.0,Bengaluru,17.16,290.66,1.0,2.772588722239781,4.0,4.0,0.167,Credit Card,6.55,0,0
100291,19.0,Delhi,2.27,133.64,1.8,3.332204510175204,1.0,4.5,0.04,Credit Card,5.78,0,0
100292,36.0,Hyderabad,6.12,234.5,1.0,3.2188758248682006,3.0,4.2,0.009,Cash,7.52,0,0
100293,33.0,Delhi,2.25,129.06,1.8,2.639057329615259,4.0,4.8,0.148,Cash,4.86,1,1
100294,46.0,Bengaluru,12.36,210.44,1.0,2.1972245773362196,4.0,4.5,0.102,Credit Card,6.57,0,1
100295,71.0,Delhi,5.37,193.88,1.8,2.772588722239781,3.0,4.0,0.109,cash,5.03,1,0
100296,56.0,Delhi,15.91,743.635,3.2,3.332204510175204,3.0,4.2,0.142,Cash,7.32,0,0
100297,53.0,Mumbai,23.93,456.73,1.2,3.295836866004329,4.0,4.5,0.103,Credit Card,7.94,0,0
100298,20.0,Delhi,6.03,148.48,1.2,4.204692619390966,1.0,4.8,0.163,Credit Card,6.68,0,0
100299,41.0,Bengaluru,9.89,189.26,1.0,2.9444389791664403,4.0,4.2,0.246,Credit Card,6.43,1,1
100300,35.0,Delhi,43.85,743.635,1.2,4.060443010546419,5.0,4.5,0.088,credit_card,9.66,0,0
100301,21.0,Mumbai,7.09,277.98,1.8,4.394449154672439,5.0,4.0,0.424,UPI,7.94,0,0
100302,42.0,Mumbai,9.64,305.83,1.5,3.58351893845611,5.0,4.5,0.22,Cash,7.96,0,0
100303,50.0,Pune,2.41,104.87,1.5,2.772588722239781,2.0,4.2,0.021,Credit Card,5.05,0,0
100304,42.0,Bengaluru,10.15,228.99,1.2,2.639057329615259,5.0,4.2,0.184,Cash,6.49,0,0
100305,49.0,Bengaluru,19.7,324.75,1.0,2.772588722239781,2.0,4.2,0.104,UPI,5.36,0,0
100306,54.0,Mumbai,19.51,347.15,1.0,3.6109179126442243,5.0,4.5,0.117,Credit Card,8.96,0,0
100307,33.0,Delhi,9.52,195.62,1.0,3.091042453358316,2.0,4.0,0.092,upi,5.82,0,0
100308,61.0,Mumbai,13.25,285.93,1.2,3.9889840465642745,4.0,4.8,0.21,Credit Card,8.02,0,0
100309,28.0,Mumbai,10.78,300.13,1.5,2.9444389791664403,2.0,4.8,0.195,UPI,5.24,1,0
100310,35.0,Mumbai,6.98,151.87,1.0,3.091042453358316,2.0,4.0,0.351,credit_card,4.77,1,0
100311,54.0,Delhi,16.1,292.83,1.0,2.8903717578961645,5.0,4.0,0.152,Cash,8.3,0,0
100312,33.0,Delhi,2.15,60.0,1.0,3.295836866004329,3.0,3.5,0.022,Credit Card,6.83,0,0
100313,20.0,Delhi,2.65,85.12,1.0,3.7376696182833684,5.0,3.8,0.326,credit_card,7.75,0,0
100314,51.0,Delhi,24.07,581.51,1.5,1.6094379124341003,5.0,4.8,0.127,Credit Card,5.8,0,0
100315,60.0,Hyderabad,2.15,108.8,1.0,2.995732273553991,5.0,3.8,0.03,Credit Card,7.88,0,0
100316,44.0,Delhi,13.29,257.18,1.0,2.302585092994046,5.0,4.5,0.096,credit_card,6.96,0,0
100317,39.0,Hyderabad,5.31,192.71,1.8,2.302585092994046,5.0,5.0,0.279,UPI,5.8,0,0
100318,34.0,Delhi,13.73,301.06,1.2,4.430816798843313,4.0,4.5,0.053,cash,9.13,1,1
100319,44.0,Delhi,12.9,268.8,1.0,3.1780538303479458,5.0,4.0,0.042,Credit Card,8.65,0,0
100320,48.66666666666667,Delhi,2.65,132.79,1.8,1.9459101490553132,5.0,4.0,0.044,Cash,7.35,0,0
100321,36.0,Bengaluru,43.41,712.45,1.0,2.302585092994046,3.0,3.8,0.242,UPI,5.1,1,0
100322,42.0,Delhi,7.67,162.21,1.0,3.258096538021482,1.0,4.2,0.211,UPI,4.92,1,0
100323,19.0,Bengaluru,4.37,178.35,2.2,2.8903717578961645,3.0,4.2,0.118,Credit Card,5.31,0,0
100324,38.0,Mumbai,2.24,119.44,1.0,3.2188758248682006,4.0,4.2,0.141,Cash,7.55,0,0
100325,55.0,Mumbai,9.71,208.36,1.0,2.833213344056216,4.0,3.8,0.216,Credit Card,5.82,1,0
100326,39.0,Hyderabad,23.32,404.13,1.0,2.8903717578961645,5.0,4.2,0.131,UPI,7.72,0,0
100327,19.0,Delhi,5.82,194.1,1.5,2.5649493574615367,4.0,4.2,0.022,Credit Card,7.05,0,0
100328,28.0,Hyderabad,3.93,132.73,1.5,2.302585092994046,4.0,4.8,0.147,UPI,6.0,0,0
100329,19.0,Delhi,23.77,661.32,1.8,2.9444389791664403,4.0,4.2,0.313,UPI,6.11,0,1
100330,19.0,Hyderabad,9.14,438.65,2.8,3.6375861597263857,4.0,4.0,0.131,Credit Card,7.74,0,0
100331,56.0,Pune,9.49,225.16,1.2,3.044522437723423,3.0,4.2,0.156,UPI,5.43,1,0
100332,40.0,Pune,5.91,141.86,1.0,2.4849066497880004,1.0,4.5,0.065,cash,3.68,1,0
100333,44.0,Hyderabad,3.52,119.13,1.0,3.9512437185814275,5.0,4.5,0.032,Cash,9.25,0,0
100334,19.0,Bengaluru,4.31,137.97,1.5,1.6094379124341003,2.0,4.8,0.184,Credit Card,3.65,0,0
100335,45.0,Delhi,4.87,187.13,1.5,2.302585092994046,5.0,4.2,0.07,UPI,7.29,0,0
100336,46.0,Mumbai,33.8,671.99,1.2,3.4657359027997265,2.0,4.8,0.224,Credit Card,5.82,0,0
100337,53.0,Mumbai,11.99,246.15,1.0,4.143134726391533,5.0,4.2,0.173,UPI,9.88,0,0
100338,25.0,Delhi,11.76,464.49,2.2,3.091042453358316,2.0,3.5,0.089,Credit Card,5.02,0,0
100339,41.333333333333336,Delhi,5.09,173.57,1.5,2.0794415416798357,5.0,4.0,0.089,upi,6.65,0,0
100340,53.0,Bengaluru,5.89,223.6,2.2,2.772588722239781,4.0,4.2,0.081,cash,4.54,1,1
100341,46.0,Bengaluru,15.3,345.09,1.2,1.6094379124341003,2.0,4.0,0.165,Credit Card,3.39,1,0
100342,34.0,Bengaluru,21.17,743.635,3.2,3.1354942159291497,2.0,4.5,0.244,UPI,5.16,1,0
100343,47.0,Mumbai,12.67,387.98,1.8,2.70805020110221,5.0,5.0,0.2,Cash,6.38,1,0
100344,59.0,Hyderabad,3.43,124.05,1.2,2.1972245773362196,1.0,3.8,0.067,cash,4.01,1,0
100345,42.0,Delhi,12.28,639.9,3.2,3.4657359027997265,2.0,4.0,0.319,Credit Card,5.91,0,0
100346,44.0,Bengaluru,29.2,743.635,1.8,2.8903717578961645,4.0,4.2,0.036,cash,4.63,1,1
100347,49.0,Bengaluru,15.92,344.99,1.2,3.4657359027997265,5.0,4.0,0.199,UPI,7.9,0,0
100348,47.0,Mumbai,26.52,429.48,1.0,1.6094379124341003,3.0,4.0,0.11,Cash,4.04,0,0
100349,36.0,Mumbai,2.76,137.38,2.2,3.367295829986474,1.0,3.8,0.152,Cash,4.98,0,0
100350,39.0,Hyderabad,5.79,179.03,1.5,3.5263605246161616,4.0,4.0,0.152,Cash,7.64,0,0
100351,19.0,Mumbai,13.1,270.76,1.0,1.9459101490553132,5.0,5.0,0.096,Credit Card,6.15,0,0
100352,22.0,Mumbai,32.44,743.635,2.2,3.1780538303479458,3.0,4.5,0.084,Credit Card,6.95,0,0
100353,69.0,Mumbai,16.37,315.68,1.0,2.8903717578961645,3.0,4.8,0.124,upi,6.04,1,0
100354,31.0,Mumbai,3.98,152.48,1.5,2.8903717578961645,2.0,4.8,0.185,Credit Card,5.73,0,0
100355,19.0,Delhi,20.08,408.72,1.2,3.6635616461296463,5.0,4.2,0.038,Cash,7.84,0,0
100356,54.0,Pune,2.6,101.08,1.5,3.295836866004329,5.0,4.8,0.259,UPI,7.24,0,0
100357,60.0,Pune,5.33,219.78,2.2,2.5649493574615367,4.0,4.2,0.113,Cash,6.91,0,0
100358,22.0,Mumbai,12.37,316.75,1.5,3.4965075614664802,5.0,4.8,0.198,credit_card,8.78,0,0
100359,38.0,Delhi,4.54,131.0,1.2,1.3862943611198906,4.0,4.8,0.195,Credit Card,3.95,0,0
100360,35.0,Mumbai,3.14,133.38,1.5,2.302585092994046,5.0,4.5,0.147,Cash,6.46,0,0
100361,34.0,Delhi,35.61,743.635,2.2,2.772588722239781,3.0,4.2,0.079,Credit Card,6.26,1,0
100362,28.0,Hyderabad,4.25,226.22,2.8,3.4339872044851463,4.0,4.8,0.469,Credit Card,5.77,0,0
100363,28.0,Mumbai,2.93,148.49,2.2,2.302585092994046,1.0,4.2,0.041,cash,4.46,1,0
100364,32.0,Delhi,3.43,151.73,1.8,3.1780538303479458,5.0,4.0,0.145,Cash,7.35,0,0
100365,45.0,Bengaluru,27.28,442.14,1.0,3.713572066704308,5.0,4.2,0.093,credit_card,9.38,0,0
100366,36.0,Bengaluru,6.32,195.95,1.5,1.791759469228055,4.0,4.5,0.305,Cash,3.91,0,0
100367,41.0,Bengaluru,6.27,122.25,1.0,2.1972245773362196,2.0,3.8,0.157,cash,4.3,0,0
100368,40.0,Hyderabad,6.25,186.95,1.5,2.772588722239781,3.0,4.0,0.06,Cash,5.75,1,0
100369,36.0,Delhi,8.12,417.26,3.2,3.5263605246161616,5.0,5.0,0.248,Cash,8.09,0,0
100370,30.0,Mumbai,4.03,101.57,1.0,4.0943445622221,4.0,4.2,0.199,Cash,9.7,0,1
100371,28.0,Hyderabad,9.26,208.89,1.2,2.3978952727983707,3.0,4.2,0.087,credit_card,5.35,0,0
100372,34.0,Pune,10.87,404.2,2.2,3.044522437723423,5.0,4.8,0.144,Credit Card,7.58,0,0
100373,38.0,Hyderabad,3.01,119.92,1.2,2.3978952727983707,5.0,4.2,0.213,Credit Card,5.93,0,0
100374,21.0,Delhi,2.55,89.78,1.2,4.110873864173311,5.0,5.0,0.019,Credit Card,10.0,0,0
100375,29.0,Delhi,37.43,743.635,2.2,2.833213344056216,5.0,4.5,0.245,UPI,7.07,0,0
100376,50.0,Delhi,24.59,430.52,1.0,1.9459101490553132,5.0,4.5,0.121,UPI,6.89,1,0
100377,28.0,Delhi,9.3,179.54,1.0,2.639057329615259,5.0,5.0,0.11,UPI,7.68,0,0
100378,39.0,Bengaluru,7.49,298.53,2.2,3.58351893845611,5.0,3.8,0.153,Cash,7.91,0,0
100379,21.0,Delhi,36.6,743.635,1.5,3.332204510175204,4.0,4.5,0.098,UPI,7.47,0,0
100380,53.0,Delhi,12.96,234.69,1.0,2.5649493574615367,3.0,3.5,0.366,Cash,4.68,1,0
100381,54.0,Mumbai,84.74,743.635,1.0,1.9459101490553132,4.0,4.0,0.033,Cash,5.05,1,0
100382,41.0,Delhi,5.75,122.19,1.2,2.639057329615259,4.0,4.8,0.052,Cash,6.12,0,0
100383,40.0,Hyderabad,9.88,203.18,1.0,1.9459101490553132,5.0,5.0,0.032,Credit Card,7.45,0,0
100384,44.0,Bengaluru,3.78,124.77,1.0,3.784189633918261,4.0,5.0,0.056,UPI,8.54,0,0
100385,36.0,Bengaluru,10.64,214.27,1.0,4.007333185232471,4.0,4.8,0.216,Credit Card,9.31,0,0
100386,29.0,Delhi,2.62,91.52,1.0,3.258096538021482,4.0,4.2,0.047,Credit Card,7.16,0,0
100387,48.0,Delhi,21.43,349.6,1.0,2.639057329615259,3.0,4.8,0.542,credit_card,3.92,0,0
100388,29.0,Mumbai,8.62,295.28,1.8,2.302585092994046,5.0,4.2,0.048,Credit Card,8.0,0,0
100389,43.0,Hyderabad,4.55,141.06,1.2,3.4657359027997265,1.0,4.2,0.057,Cash,5.87,0,0
100390,53.0,Delhi,4.35,146.61,1.2,3.091042453358316,4.0,4.2,0.105,cash,7.25,1,1
100391,24.0,Mumbai,23.08,485.15,1.2,3.58351893845611,2.0,4.5,0.242,cash,5.71,0,0
100392,36.0,Bengaluru,23.27,460.75,1.2,1.3862943611198906,5.0,4.2,0.319,Cash,4.59,0,0
100393,38.0,Pune,5.29,126.77,1.0,3.1780538303479458,3.0,5.0,0.096,Credit Card,7.34,0,0
100394,35.0,Bengaluru,22.06,402.09,1.0,4.127134385045092,3.0,4.5,0.144,credit_card,7.7,0,0
100395,32.0,Mumbai,22.28,360.09,1.0,3.258096538021482,4.0,4.5,0.262,Credit Card,6.12,0,0
100396,39.0,Mumbai,3.17,111.89,1.2,2.4849066497880004,4.0,3.8,0.149,cash,6.69,1,0
100397,23.0,Pune,21.62,425.72,1.2,3.6375861597263857,4.0,4.8,0.184,Credit Card,7.6,1,0
100398,50.0,Bengaluru,4.3,179.8,2.2,2.5649493574615367,4.0,4.0,0.32,upi,5.14,0,0
100399,58.0,Delhi,3.18,147.86,1.8,2.70805020110221,2.0,4.2,0.222,cash,4.41,1,0
100400,56.0,Delhi,37.35,743.635,3.2,4.406719247264253,1.0,4.8,0.267,cash,6.44,0,0
100401,63.0,Bengaluru,5.75,156.17,1.2,2.833213344056216,4.0,3.5,0.18,Cash,6.06,1,0
100402,34.0,Delhi,17.86,335.77,1.0,2.5649493574615367,4.0,4.2,0.362,Cash,4.81,1,0
100403,52.0,Pune,7.88,184.72,1.0,2.0794415416798357,5.0,4.0,0.207,Cash,6.63,0,0
100404,29.0,Delhi,4.57,208.06,2.2,2.3978952727983707,1.0,4.8,0.254,Credit Card,2.74,1,0
100405,23.0,Mumbai,3.97,234.5,1.2,2.8903717578961645,4.0,4.5,0.309,Credit Card,5.78,1,0
100406,27.0,Bengaluru,10.49,221.01,1.0,3.6888794541139363,4.0,4.2,0.05,UPI,8.4,0,0
100407,33.0,Hyderabad,15.09,262.11,1.0,2.1972245773362196,5.0,4.8,0.16,Credit Card,6.3,0,0
100408,19.0,Mumbai,8.89,161.77,1.0,3.1780538303479458,4.0,4.8,0.03,cash,7.7,0,0
100409,38.0,Mumbai,16.89,302.94,1.0,2.995732273553991,5.0,5.0,0.14,UPI,7.62,0,0
100410,38.0,Delhi,20.14,362.44,1.0,2.5649493574615367,4.0,4.2,0.349,Cash,4.34,0,0
100411,72.0,Mumbai,13.4,269.72,1.0,2.639057329615259,5.0,4.2,0.054,credit_card,6.77,0,0
100412,42.0,Bengaluru,3.52,104.06,1.0,3.5553480614894135,2.0,3.8,0.289,Cash,5.82,1,0
100413,55.0,Bengaluru,26.72,743.635,1.8,2.639057329615259,5.0,4.0,0.209,Credit Card,7.16,0,0
100414,45.0,Hyderabad,2.84,98.52,1.0,2.302585092994046,3.0,4.2,0.05,UPI,5.76,0,0
100415,30.0,Mumbai,3.24,78.56,1.0,2.995732273553991,2.0,4.5,0.084,Cash,5.15,0,0
100416,26.0,Mumbai,26.57,453.64,1.0,4.110873864173311,4.0,5.0,0.293,Cash,7.9,0,0
100417,31.0,Bengaluru,5.03,143.1,1.0,1.9459101490553132,5.0,4.5,0.181,Credit Card,6.19,1,0
100418,34.0,Bengaluru,19.69,572.63,1.8,1.791759469228055,4.0,4.8,0.22,upi,4.46,0,0
100419,52.0,Mumbai,4.13,130.84,1.2,3.4657359027997265,2.0,4.0,0.182,cash,5.87,0,0
100420,53.0,Mumbai,11.79,234.5,1.2,2.5649493574615367,4.0,4.5,0.481,Credit Card,5.27,1,0
100421,33.0,Hyderabad,2.91,90.84,1.0,2.639057329615259,5.0,4.2,0.113,Cash,7.87,0,0
100422,35.0,Mumbai,16.26,289.82,1.0,2.70805020110221,4.0,4.2,0.029,UPI,5.97,0,0
100423,28.0,Hyderabad,6.96,155.9,1.0,2.772588722239781,4.0,4.2,0.154,Credit Card,6.47,0,0
100424,36.0,Delhi,17.75,510.86,1.8,3.332204510175204,5.0,4.5,0.129,Cash,8.22,0,0
100425,41.0,Bengaluru,3.13,167.49,2.2,2.995732273553991,4.0,5.0,0.039,Credit Card,7.74,0,0
100426,31.0,Hyderabad,7.62,271.71,1.8,3.828641396489095,2.0,3.5,0.009,Cash,7.58,0,0
100427,40.0,Mumbai,6.5,162.95,1.0,2.5649493574615367,4.0,5.0,0.232,Credit Card,5.63,0,0
100428,30.0,Mumbai,12.18,365.08,1.8,3.8501476017100584,4.0,4.2,0.088,Credit Card,8.3,0,0
100429,54.0,Bengaluru,6.28,154.03,1.0,2.1972245773362196,4.0,4.5,0.079,Credit Card,7.11,1,0
100430,41.0,Bengaluru,9.02,227.16,1.2,1.791759469228055,4.0,4.2,0.184,Cash,5.52,1,0
100431,31.0,Delhi,16.25,422.13,1.5,2.302585092994046,4.0,4.5,0.102,UPI,6.37,0,0
100432,55.0,Delhi,5.9,197.51,1.8,2.302585092994046,3.0,3.5,0.071,UPI,5.52,1,0
100433,19.0,Delhi,27.87,743.635,2.2,1.9459101490553132,1.0,4.2,0.15,cash,2.49,0,0
100434,36.0,Pune,9.1,207.71,1.0,2.8903717578961645,4.0,5.0,0.014,upi,7.72,0,0
100435,57.0,Bengaluru,5.23,126.69,1.0,2.833213344056216,5.0,4.0,0.115,Cash,8.41,0,0
100436,53.0,Mumbai,2.7,79.87,1.0,3.713572066704308,5.0,4.8,0.098,Credit Card,9.24,0,0
100437,48.0,Bengaluru,15.45,385.98,1.5,2.5649493574615367,3.0,4.2,0.215,Cash,4.12,1,0
100438,38.0,Mumbai,22.3,375.2,1.0,2.639057329615259,4.0,4.5,0.008,Cash,7.63,0,0
100439,50.0,Bengaluru,8.05,179.42,1.0,4.02535169073515,3.0,4.8,0.037,UPI,8.42,0,0
100440,47.0,Delhi,11.87,197.97,1.0,1.791759469228055,5.0,4.0,0.084,Credit Card,5.94,0,0
100441,51.0,Hyderabad,30.06,705.69,1.5,3.8066624897703196,4.0,4.0,0.241,upi,7.82,0,0
100442,26.0,Delhi,3.09,73.18,1.0,2.5649493574615367,4.0,4.5,0.14,Credit Card,6.01,0,1
100443,52.0,Mumbai,2.69,100.5,1.0,2.0794415416798357,2.0,3.5,0.115,Cash,4.45,0,0
100444,27.0,Mumbai,8.92,168.16,1.0,3.6375861597263857,5.0,4.8,0.136,cash,9.11,0,0
100445,23.0,Mumbai,18.97,534.15,1.8,2.639057329615259,3.0,4.0,0.136,credit_card,5.46,1,0
100446,38.0,Delhi,22.72,387.33,1.0,2.70805020110221,5.0,4.8,0.146,Credit Card,7.08,0,0
100447,37.0,Delhi,4.01,145.27,1.5,3.970291913552122,3.0,4.0,0.048,credit_card,8.48,0,0
100448,54.0,Mumbai,5.82,127.68,1.0,3.970291913552122,4.0,4.8,0.168,Cash,7.37,1,1
100449,35.0,Bengaluru,9.74,187.37,1.0,3.367295829986474,4.0,3.5,0.177,Credit Card,7.31,1,0
100450,42.0,Delhi,31.14,535.41,1.0,3.2188758248682006,5.0,4.5,0.409,Credit Card,7.12,1,0
100451,26.0,Mumbai,16.91,325.52,1.0,3.258096538021482,4.0,5.0,0.345,credit_card,6.62,0,0
100452,23.0,Mumbai,5.4,200.59,1.8,3.6888794541139363,1.0,4.8,0.186,Credit Card,6.12,0,0
100454,45.0,Delhi,14.89,282.84,1.0,1.791759469228055,3.0,4.0,0.207,Cash,4.15,0,0
100455,69.0,Delhi,31.28,520.99,1.0,3.332204510175204,5.0,3.8,0.305,Cash,8.15,1,0
100456,25.0,Delhi,4.01,109.46,1.0,4.0943445622221,3.0,4.2,0.091,Cash,7.82,0,0
100457,60.0,Mumbai,5.58,217.17,1.8,2.639057329615259,4.0,4.5,0.018,Cash,7.2,0,0
100458,44.333333333333336,Hyderabad,2.15,77.62,1.5,3.8918202981106265,5.0,4.0,0.171,UPI,8.89,0,0
100459,55.0,Bengaluru,20.92,742.19,2.2,3.6375861597263857,3.0,4.0,0.009,credit_card,8.29,0,0
100460,20.0,Mumbai,3.71,118.41,1.2,2.70805020110221,4.0,4.5,0.072,UPI,5.97,0,0
100461,41.0,Pune,12.97,379.69,1.5,2.3978952727983707,4.0,4.0,0.078,Credit Card,7.2,0,0
100462,40.0,Mumbai,15.68,277.46,1.0,2.70805020110221,4.0,4.5,0.003,UPI,7.48,0,0
100463,33.0,Hyderabad,6.52,159.54,1.0,2.0794415416798357,5.0,5.0,0.404,UPI,5.07,0,0
100464,35.0,Mumbai,6.87,155.94,1.0,3.1354942159291497,5.0,3.8,0.155,UPI,8.08,0,0
100465,38.0,Mumbai,13.73,254.46,1.0,2.8903717578961645,4.0,4.2,0.072,Cash,7.01,0,0
100466,40.0,Mumbai,11.92,231.56,1.0,1.9459101490553132,5.0,5.0,0.17,Cash,6.55,1,0
100467,19.0,Mumbai,8.08,294.82,1.8,3.091042453358316,4.0,4.5,0.256,UPI,7.23,0,0
100468,23.0,Bengaluru,2.03,84.15,1.0,3.5553480614894135,3.0,4.8,0.079,Credit Card,6.23,0,0
100469,27.0,Hyderabad,16.82,488.49,1.8,2.772588722239781,4.0,4.2,0.22,cash,6.58,1,0
100470,19.0,Pune,2.43,73.49,1.0,1.9459101490553132,4.0,3.5,0.281,cash,5.16,0,0
100471,21.0,Bengaluru,10.14,298.27,1.5,3.713572066704308,3.0,4.0,0.178,credit_card,6.46,0,0
100472,47.0,Bengaluru,21.85,743.635,3.2,3.1780538303479458,4.0,5.0,0.046,cash,7.0,0,1
100473,42.0,Mumbai,3.86,247.84,3.2,2.833213344056216,3.0,4.2,0.146,credit_card,5.39,0,0
100474,27.0,Bengaluru,14.49,253.5,1.0,3.713572066704308,5.0,3.5,0.119,Credit Card,8.04,0,0
100475,49.0,Hyderabad,3.28,93.42,1.0,3.4657359027997265,5.0,4.0,0.2,cash,7.71,0,0
100476,38.0,Mumbai,22.52,431.45,1.2,3.332204510175204,5.0,4.5,0.108,credit_card,8.58,0,0
100477,27.0,Hyderabad,4.61,195.58,1.8,4.248495242049359,4.0,5.0,0.246,Cash,8.61,1,0
100478,46.0,Delhi,5.78,272.58,2.8,3.044522437723423,4.0,4.2,0.262,Cash,7.74,0,0
